# t qw qx qy qz x y z vx vy vz p q r ax ay az
0.449 0.774964 -0.0130383 0.0146124 0.631702 8.38334 27.2303 13.0295 12.6355 -0.378996 0.010001 -0.0123953 0.0267113 0.306948 2.34295 0.958042 0.0651355 
0.45 0.774867 -0.0130493 0.0146209 0.631821 8.39597 27.2299 13.0295 12.635 -0.376505 0.00997268 -0.0123972 0.026722 0.306985 2.34791 0.956702 0.0652808 
0.451 0.774769 -0.0130603 0.0146293 0.63194 8.40861 27.2296 13.0295 12.6346 -0.374009 0.00994427 -0.0123991 0.0267326 0.30702 2.35285 0.955358 0.0654257 
0.452 0.774672 -0.0130713 0.0146377 0.632059 8.42124 27.2292 13.0295 12.6341 -0.371509 0.00991574 -0.0124009 0.0267432 0.307055 2.35778 0.954008 0.0655703 
0.453 0.774575 -0.0130823 0.0146462 0.632177 8.43388 27.2288 13.0295 12.6336 -0.369005 0.00988711 -0.0124027 0.0267537 0.307089 2.36268 0.952654 0.0657146 
0.454 0.774477 -0.0130933 0.0146546 0.632296 8.44651 27.2285 13.0295 12.6332 -0.366497 0.00985837 -0.0124044 0.0267642 0.307122 2.36757 0.951296 0.0658585 
0.455 0.77438 -0.0131043 0.0146631 0.632415 8.45914 27.2281 13.0295 12.6327 -0.363984 0.00982951 -0.0124062 0.0267747 0.307154 2.37244 0.949933 0.0660021 
0.456 0.774283 -0.0131153 0.0146716 0.632534 8.47178 27.2277 13.0295 12.6323 -0.361467 0.00980055 -0.0124078 0.026785 0.307186 2.37729 0.948565 0.0661453 
0.457 0.774185 -0.0131264 0.01468 0.632653 8.48441 27.2274 13.0295 12.6318 -0.358945 0.00977147 -0.0124095 0.0267954 0.307216 2.38213 0.947193 0.0662882 
0.458 0.774088 -0.0131374 0.0146885 0.632772 8.49704 27.227 13.0296 12.6314 -0.356419 0.00974228 -0.0124111 0.0268057 0.307246 2.38694 0.945816 0.0664308 
0.459 0.77399 -0.0131484 0.014697 0.63289 8.50967 27.2267 13.0296 12.6309 -0.353889 0.00971299 -0.0124127 0.0268159 0.307275 2.39174 0.944435 0.066573 
0.46 0.773893 -0.0131595 0.0147054 0.633009 8.5223 27.2263 13.0296 12.6305 -0.351354 0.00968358 -0.0124143 0.0268261 0.307303 2.39651 0.943049 0.0667148 
0.461 0.773795 -0.0131705 0.0147139 0.633128 8.53493 27.226 13.0296 12.63 -0.348815 0.00965407 -0.0124158 0.0268362 0.30733 2.40127 0.941659 0.0668563 
0.462 0.773698 -0.0131815 0.0147224 0.633247 8.54756 27.2256 13.0296 12.6296 -0.346272 0.00962444 -0.0124173 0.0268463 0.307356 2.40601 0.940264 0.0669975 
0.463 0.7736 -0.0131926 0.0147309 0.633366 8.56019 27.2253 13.0296 12.6291 -0.343725 0.0095947 -0.0124188 0.0268563 0.307382 2.41073 0.938865 0.0671383 
0.464 0.773502 -0.0132036 0.0147393 0.633485 8.57282 27.2249 13.0296 12.6287 -0.341174 0.00956486 -0.0124202 0.0268663 0.307407 2.41544 0.937461 0.0672787 
0.465 0.773405 -0.0132147 0.0147478 0.633603 8.58545 27.2246 13.0296 12.6282 -0.338618 0.00953491 -0.0124216 0.0268762 0.307431 2.42012 0.936052 0.0674188 
0.466 0.773307 -0.0132257 0.0147563 0.633722 8.59808 27.2242 13.0296 12.6278 -0.336058 0.00950484 -0.012423 0.0268861 0.307454 2.42478 0.934639 0.0675585 
0.467 0.773209 -0.0132368 0.0147648 0.633841 8.6107 27.2239 13.0296 12.6274 -0.333494 0.00947467 -0.0124244 0.0268959 0.307476 2.42943 0.933221 0.0676978 
0.468 0.773111 -0.0132478 0.0147733 0.63396 8.62333 27.2236 13.0297 12.6269 -0.330926 0.00944439 -0.0124257 0.0269057 0.307497 2.43406 0.931799 0.0678368 
0.469 0.773014 -0.0132589 0.0147818 0.634078 8.63596 27.2232 13.0297 12.6265 -0.328354 0.009414 -0.0124269 0.0269154 0.307518 2.43866 0.930372 0.0679754 
0.47 0.772916 -0.01327 0.0147903 0.634197 8.64858 27.2229 13.0297 12.626 -0.325778 0.0093835 -0.0124282 0.0269251 0.307537 2.44325 0.92894 0.0681136 
0.471 0.772818 -0.013281 0.0147988 0.634316 8.66121 27.2226 13.0297 12.6256 -0.323197 0.00935289 -0.0124294 0.0269347 0.307556 2.44782 0.927504 0.0682514 
0.472 0.77272 -0.0132921 0.0148073 0.634435 8.67383 27.2223 13.0297 12.6252 -0.320613 0.00932218 -0.0124306 0.0269443 0.307574 2.45237 0.926064 0.0683889 
0.473 0.772622 -0.0133032 0.0148158 0.634553 8.68646 27.222 13.0297 12.6247 -0.318024 0.00929135 -0.0124317 0.0269538 0.307592 2.4569 0.924619 0.068526 
0.474 0.772525 -0.0133143 0.0148244 0.634672 8.69908 27.2216 13.0297 12.6243 -0.315432 0.00926042 -0.0124329 0.0269633 0.307608 2.46141 0.923169 0.0686627 
0.475 0.772427 -0.0133253 0.0148329 0.634791 8.71171 27.2213 13.0297 12.6239 -0.312835 0.00922938 -0.012434 0.0269727 0.307623 2.4659 0.921715 0.068799 
0.476 0.772329 -0.0133364 0.0148414 0.63491 8.72433 27.221 13.0297 12.6235 -0.310235 0.00919823 -0.012435 0.0269821 0.307638 2.47037 0.920256 0.0689349 
0.477 0.772231 -0.0133475 0.0148499 0.635028 8.73695 27.2207 13.0297 12.623 -0.30763 0.00916697 -0.012436 0.0269914 0.307652 2.47483 0.918793 0.0690705 
0.478 0.772133 -0.0133586 0.0148585 0.635147 8.74958 27.2204 13.0297 12.6226 -0.305022 0.00913561 -0.012437 0.0270007 0.307665 2.47926 0.917325 0.0692056 
0.479 0.772035 -0.0133697 0.014867 0.635266 8.7622 27.2201 13.0298 12.6222 -0.30241 0.00910414 -0.012438 0.0270099 0.307677 2.48367 0.915853 0.0693404 
0.48 0.771937 -0.0133808 0.0148755 0.635384 8.77482 27.2198 13.0298 12.6218 -0.299793 0.00907256 -0.0124389 0.027019 0.307688 2.48807 0.914376 0.0694747 
0.481 0.771839 -0.0133919 0.0148841 0.635503 8.78744 27.2195 13.0298 12.6214 -0.297173 0.00904087 -0.0124398 0.0270282 0.307699 2.49244 0.912894 0.0696087 
0.482 0.771741 -0.013403 0.0148926 0.635622 8.80006 27.2192 13.0298 12.6209 -0.294549 0.00900908 -0.0124407 0.0270372 0.307709 2.4968 0.911408 0.0697423 
0.483 0.771643 -0.0134141 0.0149011 0.63574 8.81269 27.2189 13.0298 12.6205 -0.291921 0.00897717 -0.0124415 0.0270462 0.307717 2.50113 0.909918 0.0698754 
0.484 0.771544 -0.0134252 0.0149097 0.635859 8.82531 27.2186 13.0298 12.6201 -0.28929 0.00894517 -0.0124424 0.0270552 0.307725 2.50544 0.908423 0.0700082 
0.485 0.771446 -0.0134363 0.0149182 0.635978 8.83793 27.2183 13.0298 12.6197 -0.286654 0.00891305 -0.0124431 0.0270641 0.307733 2.50974 0.906923 0.0701405 
0.486 0.771348 -0.0134474 0.0149268 0.636096 8.85055 27.218 13.0298 12.6193 -0.284015 0.00888083 -0.0124439 0.027073 0.307739 2.51401 0.905419 0.0702725 
0.487 0.77125 -0.0134585 0.0149353 0.636215 8.86316 27.2178 13.0298 12.6189 -0.281372 0.0088485 -0.0124446 0.0270818 0.307744 2.51827 0.90391 0.070404 
0.488 0.771152 -0.0134696 0.0149439 0.636333 8.87578 27.2175 13.0298 12.6185 -0.278725 0.00881607 -0.0124453 0.0270905 0.307749 2.5225 0.902397 0.0705351 
0.489 0.771054 -0.0134808 0.0149525 0.636452 8.8884 27.2172 13.0298 12.6181 -0.276074 0.00878353 -0.0124459 0.0270992 0.307753 2.52671 0.900879 0.0706658 
0.49 0.770955 -0.0134919 0.014961 0.636571 8.90102 27.2169 13.0299 12.6177 -0.27342 0.00875089 -0.0124465 0.0271079 0.307756 2.53091 0.899356 0.070796 
0.491 0.770857 -0.013503 0.0149696 0.636689 8.91364 27.2167 13.0299 12.6173 -0.270762 0.00871813 -0.0124471 0.0271165 0.307758 2.53508 0.897829 0.0709259 
0.492 0.770759 -0.0135141 0.0149781 0.636808 8.92625 27.2164 13.0299 12.6169 -0.268101 0.00868528 -0.0124477 0.0271251 0.307759 2.53923 0.896298 0.0710553 
0.493 0.770661 -0.0135253 0.0149867 0.636926 8.93887 27.2161 13.0299 12.6165 -0.265435 0.00865231 -0.0124482 0.0271336 0.30776 2.54337 0.894762 0.0711843 
0.494 0.770562 -0.0135364 0.0149953 0.637045 8.95149 27.2159 13.0299 12.6161 -0.262766 0.00861925 -0.0124487 0.027142 0.307759 2.54748 0.893221 0.0713129 
0.495 0.770464 -0.0135475 0.0150039 0.637163 8.9641 27.2156 13.0299 12.6157 -0.260094 0.00858607 -0.0124491 0.0271504 0.307758 2.55157 0.891676 0.071441 
0.496 0.770366 -0.0135587 0.0150124 0.637282 8.97672 27.2153 13.0299 12.6153 -0.257418 0.0085528 -0.0124496 0.0271588 0.307756 2.55564 0.890127 0.0715687 
0.497 0.770267 -0.0135698 0.015021 0.6374 8.98933 27.2151 13.0299 12.6149 -0.254738 0.00851941 -0.01245 0.0271671 0.307753 2.55969 0.888573 0.071696 
0.498 0.770169 -0.013581 0.0150296 0.637518 9.00195 27.2148 13.0299 12.6145 -0.252055 0.00848593 -0.0124503 0.0271753 0.30775 2.56372 0.887014 0.0718228 
0.499 0.77007 -0.0135921 0.0150382 0.637637 9.01456 27.2146 13.0299 12.6141 -0.249368 0.00845233 -0.0124507 0.0271835 0.307745 2.56773 0.885451 0.0719492 
0.5 0.769972 -0.0136033 0.0150468 0.637755 9.02718 27.2143 13.0299 12.6137 -0.246677 0.00841864 -0.012451 0.0271917 0.30774 2.57172 0.883883 0.0720752 
0.501 0.769874 -0.0136144 0.0150554 0.637874 9.03979 27.2141 13.0299 12.6133 -0.243984 0.00838484 -0.0124512 0.0271998 0.307733 2.57568 0.882311 0.0722007 
0.502 0.769775 -0.0136256 0.015064 0.637992 9.0524 27.2138 13.03 12.6129 -0.241286 0.00835093 -0.0124515 0.0272078 0.307726 2.57963 0.880734 0.0723258 
0.503 0.769677 -0.0136367 0.0150726 0.63811 9.06502 27.2136 13.03 12.6125 -0.238586 0.00831693 -0.0124517 0.0272158 0.307718 2.58356 0.879152 0.0724504 
0.504 0.769578 -0.0136479 0.0150812 0.638229 9.07763 27.2134 13.03 12.6122 -0.235881 0.00828282 -0.0124519 0.0272238 0.30771 2.58746 0.877567 0.0725745 
0.505 0.76948 -0.013659 0.0150898 0.638347 9.09024 27.2131 13.03 12.6118 -0.233174 0.0082486 -0.012452 0.0272317 0.3077 2.59134 0.875976 0.0726982 
0.506 0.769381 -0.0136702 0.0150984 0.638465 9.10285 27.2129 13.03 12.6114 -0.230463 0.00821428 -0.0124521 0.0272395 0.30769 2.59521 0.874381 0.0728215 
0.507 0.769283 -0.0136814 0.015107 0.638583 9.11546 27.2127 13.03 12.611 -0.227748 0.00817986 -0.0124522 0.0272473 0.307679 2.59905 0.872782 0.0729443 
0.508 0.769184 -0.0136925 0.0151156 0.638702 9.12807 27.2124 13.03 12.6106 -0.225031 0.00814534 -0.0124522 0.027255 0.307666 2.60287 0.871178 0.0730666 
0.509 0.769086 -0.0137037 0.0151242 0.63882 9.14068 27.2122 13.03 12.6103 -0.222309 0.00811071 -0.0124523 0.0272627 0.307654 2.60666 0.869569 0.0731884 
0.51 0.768987 -0.0137149 0.0151328 0.638938 9.15329 27.212 13.03 12.6099 -0.219585 0.00807598 -0.0124522 0.0272704 0.30764 2.61044 0.867956 0.0733098 
0.511 0.768888 -0.013726 0.0151415 0.639056 9.1659 27.2118 13.03 12.6095 -0.216857 0.00804115 -0.0124522 0.027278 0.307625 2.6142 0.866339 0.0734308 
0.512 0.76879 -0.0137372 0.0151501 0.639174 9.17851 27.2116 13.03 12.6091 -0.214126 0.00800622 -0.0124521 0.0272855 0.30761 2.61793 0.864717 0.0735512 
0.513 0.768691 -0.0137484 0.0151587 0.639293 9.19112 27.2113 13.03 12.6088 -0.211392 0.00797118 -0.012452 0.027293 0.307594 2.62164 0.86309 0.0736712 
0.514 0.768593 -0.0137596 0.0151673 0.639411 9.20373 27.2111 13.0301 12.6084 -0.208655 0.00793605 -0.0124519 0.0273004 0.307576 2.62533 0.861459 0.0737907 
0.515 0.768494 -0.0137707 0.0151759 0.639529 9.21634 27.2109 13.0301 12.608 -0.205914 0.00790081 -0.0124517 0.0273078 0.307559 2.629 0.859824 0.0739097 
0.516 0.768395 -0.0137819 0.0151846 0.639647 9.22895 27.2107 13.0301 12.6077 -0.20317 0.00786547 -0.0124515 0.0273151 0.30754 2.63265 0.858184 0.0740283 
0.517 0.768297 -0.0137931 0.0151932 0.639765 9.24155 27.2105 13.0301 12.6073 -0.200423 0.00783003 -0.0124513 0.0273224 0.30752 2.63628 0.856539 0.0741464 
0.518 0.768198 -0.0138043 0.0152018 0.639883 9.25416 27.2103 13.0301 12.6069 -0.197673 0.00779448 -0.012451 0.0273297 0.3075 2.63988 0.85489 0.0742639 
0.519 0.768099 -0.0138155 0.0152105 0.640001 9.26677 27.2101 13.0301 12.6066 -0.19492 0.00775884 -0.0124507 0.0273368 0.307478 2.64346 0.853237 0.074381 
0.52 0.768001 -0.0138267 0.0152191 0.640119 9.27937 27.2099 13.0301 12.6062 -0.192164 0.0077231 -0.0124504 0.027344 0.307456 2.64702 0.851578 0.0744976 
0.521 0.767902 -0.0138379 0.0152278 0.640237 9.29198 27.2097 13.0301 12.6058 -0.189404 0.00768725 -0.01245 0.0273511 0.307433 2.65056 0.849916 0.0746138 
0.522 0.767803 -0.0138491 0.0152364 0.640355 9.30459 27.2096 13.0301 12.6055 -0.186642 0.00765131 -0.0124496 0.0273581 0.30741 2.65408 0.848249 0.0747294 
0.523 0.767704 -0.0138603 0.0152451 0.640473 9.31719 27.2094 13.0301 12.6051 -0.183876 0.00761527 -0.0124492 0.0273651 0.307385 2.65757 0.846577 0.0748445 
0.524 0.767606 -0.0138715 0.0152537 0.640591 9.3298 27.2092 13.0301 12.6048 -0.181107 0.00757913 -0.0124487 0.027372 0.30736 2.66104 0.844901 0.0749591 
0.525 0.767507 -0.0138827 0.0152624 0.640708 9.3424 27.209 13.0301 12.6044 -0.178336 0.00754288 -0.0124482 0.0273789 0.307333 2.66449 0.843221 0.0750732 
0.526 0.767408 -0.0138939 0.015271 0.640826 9.355 27.2088 13.0301 12.6041 -0.175561 0.00750654 -0.0124477 0.0273857 0.307306 2.66792 0.841535 0.0751868 
0.527 0.767309 -0.0139051 0.0152797 0.640944 9.36761 27.2087 13.0302 12.6037 -0.172784 0.0074701 -0.0124472 0.0273925 0.307278 2.67133 0.839846 0.0753 
0.528 0.767211 -0.0139163 0.0152883 0.641062 9.38021 27.2085 13.0302 12.6034 -0.170003 0.00743356 -0.0124466 0.0273992 0.307249 2.67471 0.838152 0.0754125 
0.529 0.767112 -0.0139275 0.015297 0.64118 9.39282 27.2083 13.0302 12.603 -0.16722 0.00739692 -0.012446 0.0274059 0.30722 2.67807 0.836453 0.0755246 
0.53 0.767013 -0.0139387 0.0153056 0.641297 9.40542 27.2081 13.0302 12.6027 -0.164434 0.00736019 -0.0124453 0.0274125 0.307189 2.68141 0.83475 0.0756362 
0.531 0.766914 -0.0139499 0.0153143 0.641415 9.41802 27.208 13.0302 12.6023 -0.161645 0.00732335 -0.0124446 0.0274191 0.307158 2.68472 0.833043 0.0757473 
0.532 0.766816 -0.0139611 0.015323 0.641533 9.43062 27.2078 13.0302 12.602 -0.158853 0.00728642 -0.0124439 0.0274256 0.307126 2.68802 0.831331 0.0758578 
0.533 0.766717 -0.0139724 0.0153316 0.64165 9.44322 27.2077 13.0302 12.6016 -0.156058 0.00724939 -0.0124432 0.0274321 0.307093 2.69129 0.829614 0.0759678 
0.534 0.766618 -0.0139836 0.0153403 0.641768 9.45583 27.2075 13.0302 12.6013 -0.153261 0.00721226 -0.0124424 0.0274385 0.307059 2.69453 0.827893 0.0760773 
0.535 0.766519 -0.0139948 0.015349 0.641886 9.46843 27.2074 13.0302 12.6009 -0.15046 0.00717504 -0.0124416 0.0274449 0.307024 2.69776 0.826168 0.0761863 
0.536 0.76642 -0.014006 0.0153577 0.642003 9.48103 27.2072 13.0302 12.6006 -0.147657 0.00713772 -0.0124408 0.0274512 0.306989 2.70096 0.824438 0.0762947 
0.537 0.766321 -0.0140172 0.0153663 0.642121 9.49363 27.2071 13.0302 12.6003 -0.144851 0.0071003 -0.0124399 0.0274574 0.306953 2.70414 0.822704 0.0764026 
0.538 0.766223 -0.0140285 0.015375 0.642238 9.50623 27.2069 13.0302 12.5999 -0.142043 0.00706278 -0.012439 0.0274637 0.306915 2.7073 0.820965 0.07651 
0.539 0.766124 -0.0140397 0.0153837 0.642356 9.51883 27.2068 13.0302 12.5996 -0.139232 0.00702517 -0.0124381 0.0274698 0.306877 2.71043 0.819221 0.0766168 
0.54 0.766025 -0.0140509 0.0153924 0.642473 9.53143 27.2066 13.0302 12.5993 -0.136418 0.00698746 -0.0124371 0.0274759 0.306839 2.71354 0.817474 0.0767231 
0.541 0.765926 -0.0140621 0.0154011 0.642591 9.54403 27.2065 13.0303 12.5989 -0.133601 0.00694966 -0.0124361 0.027482 0.306799 2.71663 0.815721 0.0768289 
0.542 0.765827 -0.0140734 0.0154098 0.642708 9.55663 27.2064 13.0303 12.5986 -0.130782 0.00691176 -0.0124351 0.027488 0.306758 2.71969 0.813965 0.0769341 
0.543 0.765728 -0.0140846 0.0154184 0.642825 9.56922 27.2062 13.0303 12.5983 -0.12796 0.00687377 -0.0124341 0.027494 0.306717 2.72273 0.812203 0.0770387 
0.544 0.765629 -0.0140958 0.0154271 0.642943 9.58182 27.2061 13.0303 12.5979 -0.125136 0.00683568 -0.012433 0.0274999 0.306675 2.72575 0.810438 0.0771429 
0.545 0.76553 -0.0141071 0.0154358 0.64306 9.59442 27.206 13.0303 12.5976 -0.122309 0.00679749 -0.0124319 0.0275058 0.306632 2.72874 0.808667 0.0772464 
0.546 0.765431 -0.0141183 0.0154445 0.643177 9.60702 27.2059 13.0303 12.5973 -0.119479 0.00675922 -0.0124307 0.0275116 0.306588 2.73172 0.806893 0.0773494 
0.547 0.765333 -0.0141296 0.0154532 0.643294 9.61961 27.2058 13.0303 12.597 -0.116648 0.00672084 -0.0124295 0.0275173 0.306543 2.73466 0.805114 0.0774519 
0.548 0.765234 -0.0141408 0.0154619 0.643412 9.63221 27.2056 13.0303 12.5967 -0.113813 0.00668238 -0.0124283 0.027523 0.306498 2.73759 0.80333 0.0775538 
0.549 0.765135 -0.014152 0.0154706 0.643529 9.64481 27.2055 13.0303 12.5963 -0.110976 0.00664382 -0.0124271 0.0275287 0.306451 2.74049 0.801542 0.0776551 
0.55 0.765036 -0.0141633 0.0154793 0.643646 9.6574 27.2054 13.0303 12.596 -0.108137 0.00660516 -0.0124258 0.0275343 0.306404 2.74337 0.79975 0.0777559 
0.551 0.764937 -0.0141745 0.015488 0.643763 9.67 27.2053 13.0303 12.5957 -0.105295 0.00656642 -0.0124245 0.0275399 0.306356 2.74622 0.797953 0.0778561 
0.552 0.764838 -0.0141858 0.0154967 0.64388 9.6826 27.2052 13.0303 12.5954 -0.102451 0.00652758 -0.0124231 0.0275454 0.306307 2.74905 0.796152 0.0779558 
0.553 0.764739 -0.014197 0.0155054 0.643997 9.69519 27.2051 13.0303 12.5951 -0.0996044 0.00648864 -0.0124218 0.0275508 0.306258 2.75186 0.794346 0.0780548 
0.554 0.76464 -0.0142083 0.0155141 0.644114 9.70779 27.205 13.0303 12.5947 -0.0967555 0.00644962 -0.0124204 0.0275562 0.306207 2.75464 0.792536 0.0781533 
0.555 0.764541 -0.0142195 0.0155229 0.644231 9.72038 27.2049 13.0304 12.5944 -0.0939043 0.0064105 -0.0124189 0.0275616 0.306156 2.7574 0.790721 0.0782513 
0.556 0.764442 -0.0142308 0.0155316 0.644348 9.73297 27.2048 13.0304 12.5941 -0.0910508 0.00637129 -0.0124175 0.0275669 0.306104 2.76013 0.788902 0.0783486 
0.557 0.764343 -0.014242 0.0155403 0.644465 9.74557 27.2047 13.0304 12.5938 -0.088195 0.00633199 -0.012416 0.0275721 0.30605 2.76284 0.787079 0.0784454 
0.558 0.764245 -0.0142533 0.015549 0.644582 9.75816 27.2046 13.0304 12.5935 -0.085337 0.0062926 -0.0124144 0.0275773 0.305997 2.76553 0.785251 0.0785415 
0.559 0.764146 -0.0142645 0.0155577 0.644698 9.77076 27.2046 13.0304 12.5932 -0.0824767 0.00625311 -0.0124129 0.0275825 0.305942 2.76819 0.783418 0.0786371 
0.56 0.764047 -0.0142758 0.0155664 0.644815 9.78335 27.2045 13.0304 12.5929 -0.0796142 0.00621354 -0.0124113 0.0275876 0.305886 2.77083 0.781581 0.0787321 
0.561 0.763948 -0.014287 0.0155752 0.644932 9.79594 27.2044 13.0304 12.5926 -0.0767495 0.00617387 -0.0124096 0.0275926 0.30583 2.77344 0.77974 0.0788265 
0.562 0.763849 -0.0142983 0.0155839 0.645049 9.80853 27.2043 13.0304 12.5923 -0.0738827 0.00613412 -0.012408 0.0275976 0.305773 2.77603 0.777895 0.0789204 
0.563 0.76375 -0.0143095 0.0155926 0.645165 9.82113 27.2043 13.0304 12.592 -0.0710137 0.00609427 -0.0124063 0.0276026 0.305715 2.7786 0.776044 0.0790136 
0.564 0.763651 -0.0143208 0.0156013 0.645282 9.83372 27.2042 13.0304 12.5917 -0.0681426 0.00605434 -0.0124046 0.0276075 0.305656 2.78114 0.77419 0.0791062 
0.565 0.763552 -0.0143321 0.0156101 0.645398 9.84631 27.2041 13.0304 12.5914 -0.0652694 0.00601431 -0.0124028 0.0276123 0.305596 2.78366 0.772331 0.0791982 
0.566 0.763453 -0.0143433 0.0156188 0.645515 9.8589 27.2041 13.0304 12.5911 -0.0623941 0.0059742 -0.012401 0.0276171 0.305535 2.78615 0.770468 0.0792897 
0.567 0.763354 -0.0143546 0.0156275 0.645631 9.87149 27.204 13.0304 12.5908 -0.0595168 0.005934 -0.0123992 0.0276218 0.305474 2.78862 0.7686 0.0793805 
0.568 0.763255 -0.0143658 0.0156363 0.645748 9.88408 27.2039 13.0304 12.5905 -0.0566375 0.00589371 -0.0123974 0.0276265 0.305412 2.79106 0.766728 0.0794707 
0.569 0.763156 -0.0143771 0.015645 0.645864 9.89667 27.2039 13.0304 12.5902 -0.0537562 0.00585333 -0.0123955 0.0276312 0.305349 2.79348 0.764851 0.0795603 
0.57 0.763058 -0.0143884 0.0156537 0.645981 9.90926 27.2038 13.0304 12.5899 -0.0508729 0.00581286 -0.0123936 0.0276358 0.305285 2.79587 0.76297 0.0796493 
0.571 0.762959 -0.0143996 0.0156625 0.646097 9.92185 27.2038 13.0304 12.5896 -0.0479876 0.00577231 -0.0123917 0.0276403 0.30522 2.79824 0.761085 0.0797376 
0.572 0.76286 -0.0144109 0.0156712 0.646213 9.93444 27.2037 13.0305 12.5893 -0.0451005 0.00573167 -0.0123897 0.0276448 0.305154 2.80059 0.759195 0.0798254 
0.573 0.762761 -0.0144222 0.01568 0.64633 9.94703 27.2037 13.0305 12.5891 -0.0422114 0.00569094 -0.0123877 0.0276492 0.305088 2.80291 0.7573 0.0799125 
0.574 0.762662 -0.0144334 0.0156887 0.646446 9.95962 27.2036 13.0305 12.5888 -0.0393204 0.00565012 -0.0123856 0.0276536 0.305021 2.8052 0.755402 0.079999 
0.575 0.762563 -0.0144447 0.0156974 0.646562 9.97221 27.2036 13.0305 12.5885 -0.0364276 0.00560922 -0.0123836 0.027658 0.304953 2.80747 0.753499 0.0800849 
0.576 0.762464 -0.014456 0.0157062 0.646678 9.9848 27.2036 13.0305 12.5882 -0.033533 0.00556823 -0.0123815 0.0276622 0.304884 2.80972 0.751591 0.0801701 
0.577 0.762365 -0.0144672 0.0157149 0.646794 9.99738 27.2035 13.0305 12.5879 -0.0306365 0.00552716 -0.0123793 0.0276665 0.304814 2.81194 0.749679 0.0802547 
0.578 0.762266 -0.0144785 0.0157237 0.64691 10.01 27.2035 13.0305 12.5876 -0.0277383 0.005486 -0.0123772 0.0276707 0.304743 2.81413 0.747763 0.0803387 
0.579 0.762167 -0.0144898 0.0157324 0.647026 10.0226 27.2035 13.0305 12.5874 -0.0248383 0.00544475 -0.012375 0.0276748 0.304672 2.8163 0.745843 0.080422 
0.58 0.762069 -0.0145011 0.0157412 0.647142 10.0351 27.2035 13.0305 12.5871 -0.0219366 0.00540342 -0.0123727 0.0276789 0.3046 2.81844 0.743918 0.0805047 
0.581 0.76197 -0.0145123 0.0157499 0.647258 10.0477 27.2034 13.0305 12.5868 -0.0190332 0.00536201 -0.0123705 0.0276829 0.304527 2.82056 0.741988 0.0805868 
0.582 0.761871 -0.0145236 0.0157587 0.647374 10.0603 27.2034 13.0305 12.5865 -0.0161281 0.00532051 -0.0123682 0.0276869 0.304453 2.82266 0.740054 0.0806682 
0.583 0.761772 -0.0145349 0.0157674 0.64749 10.0729 27.2034 13.0305 12.5863 -0.0132213 0.00527893 -0.0123659 0.0276908 0.304378 2.82472 0.738116 0.080749 
0.584 0.761673 -0.0145462 0.0157762 0.647606 10.0855 27.2034 13.0305 12.586 -0.010313 0.00523726 -0.0123635 0.0276947 0.304302 2.82677 0.736174 0.0808291 
0.585 0.761574 -0.0145574 0.015785 0.647722 10.0981 27.2034 13.0305 12.5857 -0.00740295 0.00519551 -0.0123611 0.0276985 0.304226 2.82878 0.734227 0.0809086 
0.586 0.761476 -0.0145687 0.0157937 0.647837 10.1107 27.2034 13.0305 12.5854 -0.00449137 0.00515368 -0.0123587 0.0277023 0.304148 2.83078 0.732276 0.0809874 
0.587 0.761377 -0.01458 0.0158025 0.647953 10.1232 27.2034 13.0305 12.5852 -0.00157822 0.00511177 -0.0123563 0.027706 0.30407 2.83274 0.73032 0.0810655 
0.588 0.761278 -0.0145913 0.0158112 0.648069 10.1358 27.2034 13.0305 12.5849 0.00133645 0.00506977 -0.0123538 0.0277097 0.303991 2.83468 0.72836 0.081143 
0.589 0.761179 -0.0146025 0.01582 0.648184 10.1484 27.2034 13.0305 12.5846 0.00425264 0.00502769 -0.0123513 0.0277133 0.303912 2.8366 0.726395 0.0812199 
0.59 0.76108 -0.0146138 0.0158288 0.6483 10.161 27.2034 13.0305 12.5844 0.0071703 0.00498553 -0.0123487 0.0277169 0.303831 2.83849 0.724427 0.081296 
0.591 0.760981 -0.0146251 0.0158375 0.648415 10.1736 27.2034 13.0306 12.5841 0.0100894 0.00494329 -0.0123462 0.0277204 0.303749 2.84035 0.722454 0.0813715 
0.592 0.760883 -0.0146364 0.0158463 0.648531 10.1862 27.2034 13.0306 12.5838 0.01301 0.00490097 -0.0123436 0.0277239 0.303667 2.84218 0.720476 0.0814464 
0.593 0.760784 -0.0146477 0.0158551 0.648646 10.1988 27.2034 13.0306 12.5836 0.015932 0.00485857 -0.0123409 0.0277273 0.303584 2.844 0.718494 0.0815205 
0.594 0.760685 -0.0146589 0.0158638 0.648762 10.2113 27.2034 13.0306 12.5833 0.0188553 0.00481608 -0.0123382 0.0277307 0.3035 2.84578 0.716508 0.081594 
0.595 0.760586 -0.0146702 0.0158726 0.648877 10.2239 27.2035 13.0306 12.5831 0.02178 0.00477352 -0.0123355 0.027734 0.303415 2.84754 0.714518 0.0816668 
0.596 0.760488 -0.0146815 0.0158814 0.648992 10.2365 27.2035 13.0306 12.5828 0.0247061 0.00473088 -0.0123328 0.0277373 0.303329 2.84927 0.712523 0.0817389 
0.597 0.760389 -0.0146928 0.0158901 0.649107 10.2491 27.2035 13.0306 12.5826 0.0276334 0.00468816 -0.01233 0.0277405 0.303243 2.85098 0.710523 0.0818103 
